국가,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
대한민국,5.358,5.385,5.283,5.113,4.88,4.603,4.421,4.266,4.008,3.754,3.74,3.757,3.641,3.438,3.315,3.135,2.992,2.997,2.855,2.577,2.436,2.347,2.245,2.231,2.079,2.025,1.978
