계정항목별,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"국내총생산(명목, 원화표시) (십억원)",675732.6,732723.1,813225.4,868110.6,942885.3,995175.5,1045663.2,1134541.3,1202972.9,1255305.5,1379460.2,1448575.6,1504674.1,1570938.2,1638484.8,1740776,1833026.6,1934233.9,2006974.5,2040594.3,2058466.5,2221912.9,2323781.5,2408687.4,2556857.4
